system:index,latitude,longitude,occurrence,point_id,.geo
267_0,41.4599902237325,2.042364714209924,0,181.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.042364714209924,41.4599902237325]}"
269_0,41.40905574712292,2.1811544256063655,0,182.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1811544256063655,41.40905574712292]}"
271_0,41.424416938481365,2.113241790126949,0,183.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.113241790126949,41.424416938481365]}"
272_0,41.39477253410542,2.1296809598263167,0,184.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1296809598263167,41.39477253410542]}"
273_0,41.43115430311226,2.1536659779123113,0,185.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1536659779123113,41.43115430311226]}"
274_0,41.4961024981541,2.2671231982966162,0,186.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2671231982966162,41.4961024981541]}"
276_0,41.34087361705825,2.0628463026878308,0,187.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0628463026878308,41.34087361705825]}"
278_0,41.416062606339054,2.2000190465728906,0,188.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2000190465728906,41.416062606339054]}"
280_0,41.44867145115259,2.1870833064815542,0,189.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1870833064815542,41.44867145115259]}"
281_0,41.44220358110693,2.1143197684678796,0,190.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1143197684678796,41.44220358110693]}"
283_0,41.49125159561986,2.1105468442745803,0,191.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1105468442745803,41.49125159561986]}"
284_0,41.463763147925796,2.1862748227258635,0,192.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1862748227258635,41.463763147925796]}"
285_0,41.35973823802476,2.1048874579846313,0,193.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1048874579846313,41.35973823802476]}"
286_0,41.36944004309325,2.0730870969267983,0,194.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0730870969267983,41.36944004309325]}"
287_0,41.47292596382382,2.113511284712189,0,195.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.113511284712189,41.47292596382382]}"
288_0,41.49394654147221,2.06365478644355,0,196.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06365478644355,41.49394654147221]}"
289_0,41.376985891479855,2.1698356530264675,0,197.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1698356530264675,41.376985891479855]}"
290_0,41.321200512336034,2.0679666998073287,0,198.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0679666998073287,41.321200512336034]}"
293_0,41.33063282281928,2.0827889019952863,0,199.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0827889019952863,41.33063282281928]}"
294_0,41.32039202858032,2.0698531619039784,0,200.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0698531619039784,41.32039202858032]}"
295_0,41.42387794931089,2.0647327647844804,0,201.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0647327647844804,41.42387794931089]}"
296_0,41.37833336440603,2.1630982883955596,0,202.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1630982883955596,41.37833336440603]}"
298_0,41.494755025227924,2.1496235591337722,0,203.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1496235591337722,41.494755025227924]}"
299_0,41.455408815783485,2.0617683243469003,0,204.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0617683243469003,41.455408815783485]}"
300_0,41.382645277769804,2.1655237396626887,0,205.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1655237396626887,41.382645277769804]}"
301_0,41.335483725353534,2.076590526534858,0,206.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.076590526534858,41.335483725353534]}"
302_0,41.459720729147264,2.2528399852791097,0,207.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2528399852791097,41.459720729147264]}"
303_0,41.41255917673099,2.135879335286745,0,208.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.135879335286745,41.41255917673099]}"
304_0,41.39854545829872,2.1280639923149067,0,209.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1280639923149067,41.39854545829872]}"
305_0,41.43977812983981,2.1568999129351596,0,210.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1568999129351596,41.43977812983981]}"
306_0,41.486131198500374,2.257690887813368,0,211.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.257690887813368,41.486131198500374]}"
307_0,41.45513932119825,2.0412867358689653,0,212.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0412867358689653,41.45513932119825]}"
308_0,41.44786296739689,2.1714526205378775,0,213.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1714526205378775,41.44786296739689]}"
309_0,41.33305827408641,2.0326629091414077,0,214.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0326629091414077,41.33305827408641]}"
310_0,41.414176144242404,2.160672837128459,0,215.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.160672837128459,41.414176144242404]}"
312_0,41.33386675784212,2.1294114652411054,0,216.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1294114652411054,41.33386675784212]}"
313_0,41.39180809366783,2.1542049670827907,0,217.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1542049670827907,41.39180809366783]}"
314_0,41.472117480068114,2.2223870971474753,0,218.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2223870971474753,41.472117480068114]}"
315_0,41.38884365323023,2.1806154364359145,0,219.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1806154364359145,41.38884365323023]}"
317_0,41.468075061289575,2.180076447265435,0,220.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.180076447265435,41.468075061289575]}"
318_0,41.36782307558183,2.037244317090426,0,221.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.037244317090426,41.36782307558183]}"
319_0,41.45675628870967,2.070931140244909,0,222.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.070931140244909,41.45675628870967]}"
320_0,41.4818192851366,2.076321031949618,0,223.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.076321031949618,41.4818192851366]}"
321_0,41.3969284907873,2.0957246420866227,0,224.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0957246420866227,41.3969284907873]}"
322_0,41.440586613595514,2.0800939561429175,0,225.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0800939561429175,41.440586613595514]}"
323_0,41.45028841866401,2.206217422033319,0,226.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.206217422033319,41.45028841866401]}"
326_0,41.32012253399509,2.0962636312570737,0,227.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0962636312570737,41.32012253399509]}"
327_0,41.41148119839004,2.184388360629214,0,228.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.184388360629214,41.41148119839004]}"
329_0,41.385340223622165,2.10946886593365,0,229.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.10946886593365,41.385340223622165]}"
331_0,41.447323978226414,2.1625592992251086,0,230.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1625592992251086,41.447323978226414]}"
333_0,41.42306946555519,2.0402087575280348,0,231.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0402087575280348,41.42306946555519]}"
336_0,41.49502451981316,2.026734028266219,0,232.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.026734028266219,41.49502451981316]}"
339_0,41.47481242592047,2.1234825843659166,0,233.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1234825843659166,41.47481242592047]}"
341_0,41.428998346430376,2.141269226991483,0,234.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.141269226991483,41.428998346430376]}"
343_0,41.36405015138853,2.051258035522693,0,235.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.051258035522693,41.36405015138853]}"
344_0,41.4066302958558,2.0658107431254393,0,236.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0658107431254393,41.4066302958558]}"
346_0,41.451635891590186,2.2237345700736455,0,237.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2237345700736455,41.451635891590186]}"
347_0,41.42333896014042,2.2291244617783548,0,238.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2291244617783548,41.42333896014042]}"
349_0,41.48990412269368,2.2237345700736455,0,239.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2237345700736455,41.48990412269368]}"
350_0,41.39854545829872,2.1267165193887365,0,240.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1267165193887365,41.39854545829872]}"
353_0,41.36782307558183,2.0868313207738254,0,241.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0868313207738254,41.36782307558183]}"
355_0,41.32632090945551,2.0353578549937765,0,242.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0353578549937765,41.32632090945551]}"
357_0,41.39504202869065,2.091951717893295,0,243.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.091951717893295,41.39504202869065]}"
358_0,41.43357975437938,2.0981500933537234,0,244.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0981500933537234,41.43357975437938]}"
359_0,41.49421603605745,2.0981500933537234,0,245.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0981500933537234,41.49421603605745]}"
360_0,41.36701459182613,2.0461376384032235,0,246.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0461376384032235,41.36701459182613]}"
363_0,41.397736974543015,2.039939262942795,0,247.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.039939262942795,41.397736974543015]}"
364_0,41.395850512446366,2.1771120068278265,0,248.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1771120068278265,41.395850512446366]}"
365_0,41.40285737166249,2.1601338479579795,0,249.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1601338479579795,41.40285737166249]}"
367_0,41.4607987074882,2.149893053719012,0,250.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.149893053719012,41.4607987074882]}"
368_0,41.426572895163254,2.0838668803362452,0,251.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0838668803362452,41.426572895163254]}"
369_0,41.37240448353084,2.039939262942795,0,252.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.039939262942795,41.37240448353084]}"
370_0,41.4562172995392,2.128602981485386,0,253.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.128602981485386,41.4562172995392]}"
371_0,41.44409004320358,2.1253690464625663,0,254.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1253690464625663,41.44409004320358]}"
372_0,41.34949744378579,2.06661922688113,0,255.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06661922688113,41.34949744378579]}"
373_0,41.40932524170815,2.0326629091414077,0,256.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0326629091414077,41.40932524170815]}"
374_0,41.47885484469901,2.2611943174214275,0,257.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2611943174214275,41.47885484469901]}"
375_0,41.38830466405976,2.1738780718050066,0,258.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1738780718050066,41.38830466405976]}"
376_0,41.35380935714957,2.082249912824807,0,259.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.082249912824807,41.35380935714957]}"
377_0,41.47966332845471,2.1984020790614807,0,260.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1984020790614807,41.47966332845471]}"
379_0,41.43708318398745,2.2059479274480793,0,261.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2059479274480793,41.43708318398745]}"
380_0,41.42145249804377,2.0881787936999956,0,262.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0881787936999956,41.42145249804377]}"
382_0,41.482088779721835,2.2978455810134903,0,263.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2978455810134903,41.482088779721835]}"
383_0,41.30125791302858,2.0493715734260434,0,264.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0493715734260434,41.30125791302858]}"
384_0,41.47669888801712,2.1145892630531193,0,265.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1145892630531193,41.47669888801712]}"
386_0,41.41875755219141,2.0658107431254393,0,266.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0658107431254393,41.41875755219141]}"
388_0,41.49825845483599,2.081441429069116,0,267.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.081441429069116,41.49825845483599]}"
389_0,41.48128029596613,2.2784419708765142,0,268.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2784419708765142,41.48128029596613]}"
390_0,41.39935394205443,2.0213441365615097,0,269.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0213441365615097,41.39935394205443]}"
392_0,41.32982433906358,2.1445031620143027,0,270.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1445031620143027,41.32982433906358]}"
394_0,41.45918173997679,2.241251718113972,0,271.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.241251718113972,41.45918173997679]}"
395_0,41.3923470828383,2.162289804639869,0,272.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.162289804639869,41.3923470828383]}"
396_0,41.311229212682306,2.0962636312570737,0,273.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0962636312570737,41.311229212682306]}"
397_0,41.430884808527026,2.047215616744154,0,274.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.047215616744154,41.430884808527026]}"
399_0,41.4427425702774,2.20217500325478,0,275.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.20217500325478,41.4427425702774]}"
404_0,41.462146180414386,2.0784769886315075,0,276.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0784769886315075,41.462146180414386]}"
407_0,41.453522353686836,2.0639242810287897,0,277.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0639242810287897,41.453522353686836]}"
408_0,41.4607987074882,2.2547264473757593,0,278.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2547264473757593,41.4607987074882]}"
409_0,41.475620909676174,2.2240040646588852,0,279.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2240040646588852,41.475620909676174]}"
411_0,41.4961024981541,2.291108216382611,0,280.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.291108216382611,41.4961024981541]}"
412_0,41.304761342636645,2.0229611040729196,0,281.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0229611040729196,41.304761342636645]}"
414_0,41.34922794920056,2.1199791547578286,0,282.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1199791547578286,41.34922794920056]}"
415_0,41.39396405034971,2.116475725149769,0,283.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.116475725149769,41.39396405034971]}"
416_0,41.35057542212674,2.103539985058461,0,284.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.103539985058461,41.35057542212674]}"
417_0,41.49960592776217,2.1105468442745803,0,285.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1105468442745803,41.49960592776217]}"
418_0,41.47077000714193,2.113511284712189,0,286.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.113511284712189,41.47077000714193]}"
419_0,41.4705005125567,2.2805979275584036,0,287.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2805979275584036,41.4705005125567]}"
420_0,41.43735267857269,2.1528574941566205,0,288.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1528574941566205,41.43735267857269]}"
421_0,41.31176820185278,2.026734028266219,0,289.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.026734028266219,41.31176820185278]}"
422_0,41.45055791324924,2.211876808323268,0,290.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.211876808323268,41.45055791324924]}"
423_0,41.41363715507193,2.117284208905488,0,291.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.117284208905488,41.41363715507193]}"
424_0,41.41471513341288,2.2223870971474753,0,292.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2223870971474753,41.41471513341288]}"
425_0,41.4562172995392,2.053683486789822,0,293.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.053683486789822,41.4562172995392]}"
426_0,41.355965313831454,2.041556230454205,0,294.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.041556230454205,41.355965313831454]}"
428_0,41.48801766059702,2.1587863750318093,0,295.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1587863750318093,41.48801766059702]}"
429_0,41.34868896003009,2.038861284601836,0,296.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.038861284601836,41.34868896003009]}"
431_0,41.34249058456967,2.143425183673344,0,297.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.143425183673344,41.34249058456967]}"
433_0,41.33871766037636,2.123752078951128,0,298.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.123752078951128,41.33871766037636]}"
434_0,41.43357975437938,2.198132584476241,0,299.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.198132584476241,41.43357975437938]}"
435_0,41.39261657742353,2.06688872146637,0,300.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06688872146637,41.39261657742353]}"
436_0,41.463493653340564,2.0623073135173513,0,301.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0623073135173513,41.463493653340564]}"
438_0,41.36512812972948,2.043173197965615,0,302.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.043173197965615,41.36512812972948]}"
439_0,41.45190538617542,2.166062728833168,0,303.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.166062728833168,41.45190538617542]}"
440_0,41.48505322015943,2.29649810808732,0,304.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.29649810808732,41.48505322015943]}"
441_0,41.395850512446366,2.1439641728438232,0,305.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1439641728438232,41.395850512446366]}"
443_0,41.4713089963124,2.2636197686885566,0,306.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2636197686885566,41.4713089963124]}"
444_0,41.473734447579524,2.162289804639869,0,307.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.162289804639869,41.473734447579524]}"
445_0,41.42926784101561,2.099497566279922,0,308.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.099497566279922,41.42926784101561]}"
447_0,41.33440574701259,2.06203781893214,0,309.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06203781893214,41.33440574701259]}"
449_0,41.47750737177283,2.24960605025629,0,310.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.24960605025629,41.47750737177283]}"
450_0,41.33871766037636,2.0337408874823666,0,311.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0337408874823666,41.33871766037636]}"
452_0,41.39908444746919,2.168757674685537,0,312.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.168757674685537,41.39908444746919]}"
453_0,41.418488057606176,2.118092692661179,0,313.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.118092692661179,41.418488057606176]}"
454_0,41.306378310148055,2.1348013569458146,0,314.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1348013569458146,41.306378310148055]}"
455_0,41.319044555654145,2.077399010290577,0,315.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.077399010290577,41.319044555654145]}"
456_0,41.45190538617542,2.0270035228514587,0,316.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0270035228514587,41.45190538617542]}"
457_0,41.445707010715,2.215110743346088,0,317.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.215110743346088,41.445707010715]}"
458_0,41.416062606339054,2.0469461221589142,0,318.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0469461221589142,41.416062606339054]}"
459_0,41.45891224539155,2.1819629093620847,0,319.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1819629093620847,41.45891224539155]}"
460_0,41.45001892407877,2.25095352318246,0,320.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.25095352318246,41.45001892407877]}"
462_0,41.47319545840905,2.034279876652846,0,321.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.034279876652846,41.47319545840905]}"
463_0,41.47103950172717,2.070661645659669,0,322.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.070661645659669,41.47103950172717]}"
464_0,41.472117480068114,2.1765730176573754,0,323.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1765730176573754,41.472117480068114]}"
465_0,41.35380935714957,2.039130779187076,0,324.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.039130779187076,41.35380935714957]}"
466_0,41.428459357259904,2.175225544731177,0,325.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.175225544731177,41.428459357259904]}"
467_0,41.428998346430376,2.1186316818316584,0,326.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1186316818316584,41.428998346430376]}"
468_0,41.376985891479855,2.0989585771094426,0,327.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0989585771094426,41.376985891479855]}"
469_0,41.46025971831773,2.1299504544115564,0,328.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1299504544115564,41.46025971831773]}"
470_0,41.439239140669336,2.1984020790614807,0,329.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1984020790614807,41.439239140669336]}"
471_0,41.48343625264802,2.091143234137604,0,330.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.091143234137604,41.48343625264802]}"
472_0,41.36620610807042,2.098419587938963,0,331.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.098419587938963,41.36620610807042]}"
474_0,41.36809257016707,2.0992280716946823,0,332.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0992280716946823,41.36809257016707]}"
475_0,41.33440574701259,2.1337233786048557,0,333.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1337233786048557,41.33440574701259]}"
481_0,41.46457163168151,2.111624822615539,0,334.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.111624822615539,41.46457163168151]}"
482_0,41.43627470023174,2.1749560501459655,0,335.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1749560501459655,41.43627470023174]}"
483_0,41.32066152316556,2.0517970246931725,0,336.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0517970246931725,41.32066152316556]}"
485_0,41.42792036808943,2.086292331603346,0,337.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.086292331603346,41.42792036808943]}"
486_0,41.498527949421224,2.2404432343582528,0,338.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2404432343582528,41.498527949421224]}"
487_0,41.476159898846646,2.0978805987684837,0,339.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0978805987684837,41.476159898846646]}"
488_0,41.453522353686836,2.0199966636353395,0,340.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0199966636353395,41.453522353686836]}"
489_0,41.43115430311226,2.1407302378210034,0,341.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1407302378210034,41.43115430311226]}"
490_0,41.35488733549051,2.083058396580526,0,342.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.083058396580526,41.35488733549051]}"
491_0,41.41929654136188,2.025117060754809,0,343.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.025117060754809,41.41929654136188]}"
493_0,41.39153859908259,2.1919342090158125,0,344.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1919342090158125,41.39153859908259]}"
495_0,41.463763147925796,2.2129547866641985,0,345.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2129547866641985,41.463763147925796]}"
497_0,41.40393535000344,2.096802620427553,0,346.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.096802620427553,41.40393535000344]}"
498_0,41.4209135088733,2.1574389021056106,0,347.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1574389021056106,41.4209135088733]}"
499_0,41.358121270513344,2.079015977801987,0,348.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.079015977801987,41.358121270513344]}"
500_0,41.41121170380481,2.1480065916223623,0,349.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1480065916223623,41.41121170380481]}"
501_0,41.34734148710391,2.1407302378210034,0,350.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1407302378210034,41.34734148710391]}"
505_0,41.32066152316556,2.0283509957776573,0,351.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0283509957776573,41.32066152316556]}"
506_0,41.39638950161684,2.1038094796436724,0,352.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1038094796436724,41.39638950161684]}"
508_0,41.36324166763283,2.0224221149024686,0,353.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0224221149024686,41.36324166763283]}"
509_0,41.34141260622872,2.092760201649014,0,354.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.092760201649014,41.34141260622872]}"
510_0,41.49502451981316,2.2805979275584036,0,355.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2805979275584036,41.49502451981316]}"
512_0,41.453522353686836,2.130489443582036,0,356.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.130489443582036,41.453522353686836]}"
514_0,41.329554844478345,2.1339928731900955,0,357.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1339928731900955,41.329554844478345]}"
515_0,41.420374519702825,2.11243330637123,0,358.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.11243330637123,41.420374519702825]}"
516_0,41.4923295739608,2.1644457613217583,0,359.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1644457613217583,41.4923295739608]}"
519_0,41.39019112615641,2.082249912824807,0,360.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.082249912824807,41.39019112615641]}"
520_0,41.43735267857269,2.126177530218257,0,361.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.126177530218257,41.43735267857269]}"
521_0,41.350036432956266,2.1485455807928417,0,362.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1485455807928417,41.350036432956266]}"
522_0,41.445168021544525,2.1259080356330173,0,363.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1259080356330173,41.445168021544525]}"
523_0,41.457564772465375,2.0264645336810077,0,364.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0264645336810077,41.457564772465375]}"
524_0,41.4322322814532,2.221578613391756,0,365.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.221578613391756,41.4322322814532]}"
525_0,41.45406134285731,2.1396522594800444,0,366.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1396522594800444,41.45406134285731]}"
526_0,41.38480123445169,2.0852143532624154,0,367.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0852143532624154,41.38480123445169]}"
527_0,41.315271631460845,2.108390887592691,0,368.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.108390887592691,41.315271631460845]}"
