Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08019 Barcelona;0801905 Barcelona distrito 05;0801905058 Barcelona sección 05058;Renta neta media por persona;2023;36.918
08019 Barcelona;0801905 Barcelona distrito 05;0801905059 Barcelona sección 05059;Renta neta media por persona;2023;24.133
08019 Barcelona;0801905 Barcelona distrito 05;0801905060 Barcelona sección 05060;Renta neta media por persona;2023;36.918
08019 Barcelona;0801905 Barcelona distrito 05;0801905061 Barcelona sección 05061;Renta neta media por persona;2023;27.922
08019 Barcelona;0801905 Barcelona distrito 05;0801905062 Barcelona sección 05062;Renta neta media por persona;2023;34.899
08019 Barcelona;0801905 Barcelona distrito 05;0801905063 Barcelona sección 05063;Renta neta media por persona;2023;32.481
08019 Barcelona;0801905 Barcelona distrito 05;0801905064 Barcelona sección 05064;Renta neta media por persona;2023;30.761
08019 Barcelona;0801905 Barcelona distrito 05;0801905065 Barcelona sección 05065;Renta neta media por persona;2023;28.332
08019 Barcelona;0801905 Barcelona distrito 05;0801905066 Barcelona sección 05066;Renta neta media por persona;2023;35.544
08019 Barcelona;0801905 Barcelona distrito 05;0801905067 Barcelona sección 05067;Renta neta media por persona;2023;30.971
08019 Barcelona;0801905 Barcelona distrito 05;0801905068 Barcelona sección 05068;Renta neta media por persona;2023;28.740
08019 Barcelona;0801905 Barcelona distrito 05;0801905069 Barcelona sección 05069;Renta neta media por persona;2023;27.786
08019 Barcelona;0801905 Barcelona distrito 05;0801905070 Barcelona sección 05070;Renta neta media por persona;2023;27.049
08019 Barcelona;0801905 Barcelona distrito 05;0801905071 Barcelona sección 05071;Renta neta media por persona;2023;25.771
08019 Barcelona;0801905 Barcelona distrito 05;0801905072 Barcelona sección 05072;Renta neta media por persona;2023;29.346
08019 Barcelona;0801905 Barcelona distrito 05;0801905073 Barcelona sección 05073;Renta neta media por persona;2023;27.504
08019 Barcelona;0801905 Barcelona distrito 05;0801905074 Barcelona sección 05074;Renta neta media por persona;2023;32.231
08019 Barcelona;0801905 Barcelona distrito 05;0801905075 Barcelona sección 05075;Renta neta media por persona;2023;25.353
08019 Barcelona;0801905 Barcelona distrito 05;0801905076 Barcelona sección 05076;Renta neta media por persona;2023;28.308
08019 Barcelona;0801905 Barcelona distrito 05;0801905077 Barcelona sección 05077;Renta neta media por persona;2023;31.387
08019 Barcelona;0801905 Barcelona distrito 05;0801905078 Barcelona sección 05078;Renta neta media por persona;2023;26.081
08019 Barcelona;0801905 Barcelona distrito 05;0801905079 Barcelona sección 05079;Renta neta media por persona;2023;28.421
08019 Barcelona;0801905 Barcelona distrito 05;0801905080 Barcelona sección 05080;Renta neta media por persona;2023;25.920
08019 Barcelona;0801905 Barcelona distrito 05;0801905081 Barcelona sección 05081;Renta neta media por persona;2023;25.509
08019 Barcelona;0801905 Barcelona distrito 05;0801905082 Barcelona sección 05082;Renta neta media por persona;2023;24.082
08019 Barcelona;0801905 Barcelona distrito 05;0801905083 Barcelona sección 05083;Renta neta media por persona;2023;25.017
08019 Barcelona;0801905 Barcelona distrito 05;0801905084 Barcelona sección 05084;Renta neta media por persona;2023;24.844
08019 Barcelona;0801905 Barcelona distrito 05;0801905085 Barcelona sección 05085;Renta neta media por persona;2023;22.695
08019 Barcelona;0801905 Barcelona distrito 05;0801905086 Barcelona sección 05086;Renta neta media por persona;2023;25.791
08019 Barcelona;0801905 Barcelona distrito 05;0801905087 Barcelona sección 05087;Renta neta media por persona;2023;25.732
08019 Barcelona;0801905 Barcelona distrito 05;0801905088 Barcelona sección 05088;Renta neta media por persona;2023;26.143
08019 Barcelona;0801905 Barcelona distrito 05;0801905089 Barcelona sección 05089;Renta neta media por persona;2023;24.945
08019 Barcelona;0801905 Barcelona distrito 05;0801905090 Barcelona sección 05090;Renta neta media por persona;2023;23.343
08019 Barcelona;0801905 Barcelona distrito 05;0801905091 Barcelona sección 05091;Renta neta media por persona;2023;25.750
08019 Barcelona;0801905 Barcelona distrito 05;0801905092 Barcelona sección 05092;Renta neta media por persona;2023;33.258
08019 Barcelona;0801905 Barcelona distrito 05;0801905093 Barcelona sección 05093;Renta neta media por persona;2023;28.362
08019 Barcelona;0801905 Barcelona distrito 05;0801905094 Barcelona sección 05094;Renta neta media por persona;2023;30.994
08019 Barcelona;0801905 Barcelona distrito 05;0801905095 Barcelona sección 05095;Renta neta media por persona;2023;22.947
08019 Barcelona;0801905 Barcelona distrito 05;0801905096 Barcelona sección 05096;Renta neta media por persona;2023;23.460
08019 Barcelona;0801905 Barcelona distrito 05;0801905097 Barcelona sección 05097;Renta neta media por persona;2023;25.268
08019 Barcelona;0801905 Barcelona distrito 05;0801905098 Barcelona sección 05098;Renta neta media por persona;2023;24.501
08019 Barcelona;0801906 Barcelona distrito 06;;Renta neta media por persona;2023;21.251
08019 Barcelona;0801906 Barcelona distrito 06;0801906001 Barcelona sección 06001;Renta neta media por persona;2023;20.054
08019 Barcelona;0801906 Barcelona distrito 06;0801906002 Barcelona sección 06002;Renta neta media por persona;2023;20.557
08019 Barcelona;0801906 Barcelona distrito 06;0801906003 Barcelona sección 06003;Renta neta media por persona;2023;18.798
08019 Barcelona;0801906 Barcelona distrito 06;0801906004 Barcelona sección 06004;Renta neta media por persona;2023;21.085
08019 Barcelona;0801906 Barcelona distrito 06;0801906006 Barcelona sección 06006;Renta neta media por persona;2023;28.262
08019 Barcelona;0801906 Barcelona distrito 06;0801906007 Barcelona sección 06007;Renta neta media por persona;2023;22.793
08019 Barcelona;0801906 Barcelona distrito 06;0801906008 Barcelona sección 06008;Renta neta media por persona;2023;20.225
08019 Barcelona;0801906 Barcelona distrito 06;0801906009 Barcelona sección 06009;Renta neta media por persona;2023;30.049
08019 Barcelona;0801906 Barcelona distrito 06;0801906010 Barcelona sección 06010;Renta neta media por persona;2023;23.983
08019 Barcelona;0801906 Barcelona distrito 06;0801906011 Barcelona sección 06011;Renta neta media por persona;2023;23.181
08019 Barcelona;0801906 Barcelona distrito 06;0801906012 Barcelona sección 06012;Renta neta media por persona;2023;24.612
08019 Barcelona;0801906 Barcelona distrito 06;0801906013 Barcelona sección 06013;Renta neta media por persona;2023;19.455
08019 Barcelona;0801906 Barcelona distrito 06;0801906014 Barcelona sección 06014;Renta neta media por persona;2023;18.107
08019 Barcelona;0801906 Barcelona distrito 06;0801906015 Barcelona sección 06015;Renta neta media por persona;2023;17.149
08019 Barcelona;0801906 Barcelona distrito 06;0801906016 Barcelona sección 06016;Renta neta media por persona;2023;16.406
08019 Barcelona;0801906 Barcelona distrito 06;0801906017 Barcelona sección 06017;Renta neta media por persona;2023;17.569
08019 Barcelona;0801906 Barcelona distrito 06;0801906018 Barcelona sección 06018;Renta neta media por persona;2023;19.587
08019 Barcelona;0801906 Barcelona distrito 06;0801906019 Barcelona sección 06019;Renta neta media por persona;2023;20.091
08019 Barcelona;0801906 Barcelona distrito 06;0801906020 Barcelona sección 06020;Renta neta media por persona;2023;21.419
08019 Barcelona;0801906 Barcelona distrito 06;0801906021 Barcelona sección 06021;Renta neta media por persona;2023;23.567
08019 Barcelona;0801906 Barcelona distrito 06;0801906022 Barcelona sección 06022;Renta neta media por persona;2023;21.519
08019 Barcelona;0801906 Barcelona distrito 06;0801906023 Barcelona sección 06023;Renta neta media por persona;2023;25.179
08019 Barcelona;0801906 Barcelona distrito 06;0801906024 Barcelona sección 06024;Renta neta media por persona;2023;21.118
08019 Barcelona;0801906 Barcelona distrito 06;0801906025 Barcelona sección 06025;Renta neta media por persona;2023;21.864
08019 Barcelona;0801906 Barcelona distrito 06;0801906026 Barcelona sección 06026;Renta neta media por persona;2023;21.528
08019 Barcelona;0801906 Barcelona distrito 06;0801906027 Barcelona sección 06027;Renta neta media por persona;2023;23.025
08019 Barcelona;0801906 Barcelona distrito 06;0801906028 Barcelona sección 06028;Renta neta media por persona;2023;19.932
08019 Barcelona;0801906 Barcelona distrito 06;0801906029 Barcelona sección 06029;Renta neta media por persona;2023;22.851
08019 Barcelona;0801906 Barcelona distrito 06;0801906030 Barcelona sección 06030;Renta neta media por persona;2023;19.625
08019 Barcelona;0801906 Barcelona distrito 06;0801906031 Barcelona sección 06031;Renta neta media por persona;2023;20.890
08019 Barcelona;0801906 Barcelona distrito 06;0801906032 Barcelona sección 06032;Renta neta media por persona;2023;19.444
08019 Barcelona;0801906 Barcelona distrito 06;0801906033 Barcelona sección 06033;Renta neta media por persona;2023;20.962
08019 Barcelona;0801906 Barcelona distrito 06;0801906034 Barcelona sección 06034;Renta neta media por persona;2023;19.300
08019 Barcelona;0801906 Barcelona distrito 06;0801906035 Barcelona sección 06035;Renta neta media por persona;2023;24.212
08019 Barcelona;0801906 Barcelona distrito 06;0801906036 Barcelona sección 06036;Renta neta media por persona;2023;22.797
08019 Barcelona;0801906 Barcelona distrito 06;0801906037 Barcelona sección 06037;Renta neta media por persona;2023;21.768
08019 Barcelona;0801906 Barcelona distrito 06;0801906038 Barcelona sección 06038;Renta neta media por persona;2023;20.187
08019 Barcelona;0801906 Barcelona distrito 06;0801906039 Barcelona sección 06039;Renta neta media por persona;2023;19.651
08019 Barcelona;0801906 Barcelona distrito 06;0801906040 Barcelona sección 06040;Renta neta media por persona;2023;21.619
08019 Barcelona;0801906 Barcelona distrito 06;0801906041 Barcelona sección 06041;Renta neta media por persona;2023;23.272
08019 Barcelona;0801906 Barcelona distrito 06;0801906042 Barcelona sección 06042;Renta neta media por persona;2023;24.310
08019 Barcelona;0801906 Barcelona distrito 06;0801906043 Barcelona sección 06043;Renta neta media por persona;2023;23.449
08019 Barcelona;0801906 Barcelona distrito 06;0801906044 Barcelona sección 06044;Renta neta media por persona;2023;28.635
08019 Barcelona;0801906 Barcelona distrito 06;0801906045 Barcelona sección 06045;Renta neta media por persona;2023;22.134
08019 Barcelona;0801906 Barcelona distrito 06;0801906046 Barcelona sección 06046;Renta neta media por persona;2023;20.588
08019 Barcelona;0801906 Barcelona distrito 06;0801906047 Barcelona sección 06047;Renta neta media por persona;2023;19.631
08019 Barcelona;0801906 Barcelona distrito 06;0801906048 Barcelona sección 06048;Renta neta media por persona;2023;19.801
08019 Barcelona;0801906 Barcelona distrito 06;0801906049 Barcelona sección 06049;Renta neta media por persona;2023;21.009
08019 Barcelona;0801906 Barcelona distrito 06;0801906050 Barcelona sección 06050;Renta neta media por persona;2023;18.118
08019 Barcelona;0801906 Barcelona distrito 06;0801906051 Barcelona sección 06051;Renta neta media por persona;2023;20.280
08019 Barcelona;0801906 Barcelona distrito 06;0801906052 Barcelona sección 06052;Renta neta media por persona;2023;21.104
08019 Barcelona;0801906 Barcelona distrito 06;0801906053 Barcelona sección 06053;Renta neta media por persona;2023;20.750
08019 Barcelona;0801906 Barcelona distrito 06;0801906054 Barcelona sección 06054;Renta neta media por persona;2023;19.683
08019 Barcelona;0801906 Barcelona distrito 06;0801906055 Barcelona sección 06055;Renta neta media por persona;2023;20.521
08019 Barcelona;0801906 Barcelona distrito 06;0801906056 Barcelona sección 06056;Renta neta media por persona;2023;20.093
08019 Barcelona;0801906 Barcelona distrito 06;0801906057 Barcelona sección 06057;Renta neta media por persona;2023;18.792
08019 Barcelona;0801906 Barcelona distrito 06;0801906058 Barcelona sección 06058;Renta neta media por persona;2023;21.548
08019 Barcelona;0801906 Barcelona distrito 06;0801906059 Barcelona sección 06059;Renta neta media por persona;2023;20.354
08019 Barcelona;0801906 Barcelona distrito 06;0801906060 Barcelona sección 06060;Renta neta media por persona;2023;18.897
08019 Barcelona;0801906 Barcelona distrito 06;0801906061 Barcelona sección 06061;Renta neta media por persona;2023;19.651
08019 Barcelona;0801906 Barcelona distrito 06;0801906062 Barcelona sección 06062;Renta neta media por persona;2023;19.209
08019 Barcelona;0801906 Barcelona distrito 06;0801906063 Barcelona sección 06063;Renta neta media por persona;2023;20.181
08019 Barcelona;0801906 Barcelona distrito 06;0801906064 Barcelona sección 06064;Renta neta media por persona;2023;21.055
08019 Barcelona;0801906 Barcelona distrito 06;0801906065 Barcelona sección 06065;Renta neta media por persona;2023;23.080
08019 Barcelona;0801906 Barcelona distrito 06;0801906066 Barcelona sección 06066;Renta neta media por persona;2023;20.645
08019 Barcelona;0801906 Barcelona distrito 06;0801906067 Barcelona sección 06067;Renta neta media por persona;2023;21.041
08019 Barcelona;0801906 Barcelona distrito 06;0801906068 Barcelona sección 06068;Renta neta media por persona;2023;23.837
08019 Barcelona;0801906 Barcelona distrito 06;0801906069 Barcelona sección 06069;Renta neta media por persona;2023;21.492
08019 Barcelona;0801906 Barcelona distrito 06;0801906070 Barcelona sección 06070;Renta neta media por persona;2023;19.793
08019 Barcelona;0801906 Barcelona distrito 06;0801906071 Barcelona sección 06071;Renta neta media por persona;2023;21.907
08019 Barcelona;0801906 Barcelona distrito 06;0801906072 Barcelona sección 06072;Renta neta media por persona;2023;24.212
08019 Barcelona;0801906 Barcelona distrito 06;0801906073 Barcelona sección 06073;Renta neta media por persona;2023;21.395
08019 Barcelona;0801906 Barcelona distrito 06;0801906074 Barcelona sección 06074;Renta neta media por persona;2023;19.546
08019 Barcelona;0801906 Barcelona distrito 06;0801906075 Barcelona sección 06075;Renta neta media por persona;2023;23.203
08019 Barcelona;0801906 Barcelona distrito 06;0801906076 Barcelona sección 06076;Renta neta media por persona;2023;21.443
08019 Barcelona;0801906 Barcelona distrito 06;0801906077 Barcelona sección 06077;Renta neta media por persona;2023;19.538
08019 Barcelona;0801906 Barcelona distrito 06;0801906078 Barcelona sección 06078;Renta neta media por persona;2023;19.901
08019 Barcelona;0801906 Barcelona distrito 06;0801906079 Barcelona sección 06079;Renta neta media por persona;2023;20.813
08019 Barcelona;0801906 Barcelona distrito 06;0801906080 Barcelona sección 06080;Renta neta media por persona;2023;20.381
08019 Barcelona;0801906 Barcelona distrito 06;0801906081 Barcelona sección 06081;Renta neta media por persona;2023;20.579
08019 Barcelona;0801906 Barcelona distrito 06;0801906082 Barcelona sección 06082;Renta neta media por persona;2023;21.032
08019 Barcelona;0801906 Barcelona distrito 06;0801906083 Barcelona sección 06083;Renta neta media por persona;2023;22.433
08019 Barcelona;0801906 Barcelona distrito 06;0801906084 Barcelona sección 06084;Renta neta media por persona;2023;20.976
08019 Barcelona;0801906 Barcelona distrito 06;0801906085 Barcelona sección 06085;Renta neta media por persona;2023;21.943
08019 Barcelona;0801906 Barcelona distrito 06;0801906086 Barcelona sección 06086;Renta neta media por persona;2023;24.140
08019 Barcelona;0801906 Barcelona distrito 06;0801906087 Barcelona sección 06087;Renta neta media por persona;2023;23.571
08019 Barcelona;0801906 Barcelona distrito 06;0801906088 Barcelona sección 06088;Renta neta media por persona;2023;20.867
08019 Barcelona;0801907 Barcelona distrito 07;;Renta neta media por persona;2023;17.234
08019 Barcelona;0801907 Barcelona distrito 07;0801907001 Barcelona sección 07001;Renta neta media por persona;2023;22.147
08019 Barcelona;0801907 Barcelona distrito 07;0801907002 Barcelona sección 07002;Renta neta media por persona;2023;19.201
08019 Barcelona;0801907 Barcelona distrito 07;0801907003 Barcelona sección 07003;Renta neta media por persona;2023;19.429
08019 Barcelona;0801907 Barcelona distrito 07;0801907004 Barcelona sección 07004;Renta neta media por persona;2023;17.799
08019 Barcelona;0801907 Barcelona distrito 07;0801907005 Barcelona sección 07005;Renta neta media por persona;2023;18.710
08019 Barcelona;0801907 Barcelona distrito 07;0801907006 Barcelona sección 07006;Renta neta media por persona;2023;20.209
08019 Barcelona;0801907 Barcelona distrito 07;0801907007 Barcelona sección 07007;Renta neta media por persona;2023;18.160
08019 Barcelona;0801907 Barcelona distrito 07;0801907008 Barcelona sección 07008;Renta neta media por persona;2023;19.693
08019 Barcelona;0801907 Barcelona distrito 07;0801907009 Barcelona sección 07009;Renta neta media por persona;2023;17.508
08019 Barcelona;0801907 Barcelona distrito 07;0801907010 Barcelona sección 07010;Renta neta media por persona;2023;20.325
08019 Barcelona;0801907 Barcelona distrito 07;0801907011 Barcelona sección 07011;Renta neta media por persona;2023;19.173
08019 Barcelona;0801907 Barcelona distrito 07;0801907012 Barcelona sección 07012;Renta neta media por persona;2023;17.437
08019 Barcelona;0801907 Barcelona distrito 07;0801907013 Barcelona sección 07013;Renta neta media por persona;2023;20.122
08019 Barcelona;0801907 Barcelona distrito 07;0801907014 Barcelona sección 07014;Renta neta media por persona;2023;17.067
08019 Barcelona;0801907 Barcelona distrito 07;0801907015 Barcelona sección 07015;Renta neta media por persona;2023;18.373
08019 Barcelona;0801907 Barcelona distrito 07;0801907016 Barcelona sección 07016;Renta neta media por persona;2023;20.915
08019 Barcelona;0801907 Barcelona distrito 07;0801907017 Barcelona sección 07017;Renta neta media por persona;2023;18.102
08019 Barcelona;0801907 Barcelona distrito 07;0801907018 Barcelona sección 07018;Renta neta media por persona;2023;17.856
08019 Barcelona;0801907 Barcelona distrito 07;0801907019 Barcelona sección 07019;Renta neta media por persona;2023;19.265
08019 Barcelona;0801907 Barcelona distrito 07;0801907020 Barcelona sección 07020;Renta neta media por persona;2023;18.242
08019 Barcelona;0801907 Barcelona distrito 07;0801907021 Barcelona sección 07021;Renta neta media por persona;2023;21.359
08019 Barcelona;0801907 Barcelona distrito 07;0801907022 Barcelona sección 07022;Renta neta media por persona;2023;18.067
08019 Barcelona;0801907 Barcelona distrito 07;0801907023 Barcelona sección 07023;Renta neta media por persona;2023;15.621
08019 Barcelona;0801907 Barcelona distrito 07;0801907024 Barcelona sección 07024;Renta neta media por persona;2023;17.091
08019 Barcelona;0801907 Barcelona distrito 07;0801907025 Barcelona sección 07025;Renta neta media por persona;2023;16.532
08019 Barcelona;0801907 Barcelona distrito 07;0801907026 Barcelona sección 07026;Renta neta media por persona;2023;17.256
08019 Barcelona;0801907 Barcelona distrito 07;0801907027 Barcelona sección 07027;Renta neta media por persona;2023;16.653
08019 Barcelona;0801907 Barcelona distrito 07;0801907028 Barcelona sección 07028;Renta neta media por persona;2023;17.335
08019 Barcelona;0801907 Barcelona distrito 07;0801907029 Barcelona sección 07029;Renta neta media por persona;2023;20.079
08019 Barcelona;0801907 Barcelona distrito 07;0801907030 Barcelona sección 07030;Renta neta media por persona;2023;15.561
08019 Barcelona;0801907 Barcelona distrito 07;0801907031 Barcelona sección 07031;Renta neta media por persona;2023;15.575
08019 Barcelona;0801907 Barcelona distrito 07;0801907032 Barcelona sección 07032;Renta neta media por persona;2023;18.088
08019 Barcelona;0801907 Barcelona distrito 07;0801907033 Barcelona sección 07033;Renta neta media por persona;2023;18.920
08019 Barcelona;0801907 Barcelona distrito 07;0801907034 Barcelona sección 07034;Renta neta media por persona;2023;20.192
08019 Barcelona;0801907 Barcelona distrito 07;0801907035 Barcelona sección 07035;Renta neta media por persona;2023;20.426
08019 Barcelona;0801907 Barcelona distrito 07;0801907036 Barcelona sección 07036;Renta neta media por persona;2023;20.750
08019 Barcelona;0801907 Barcelona distrito 07;0801907037 Barcelona sección 07037;Renta neta media por persona;2023;18.309
08019 Barcelona;0801907 Barcelona distrito 07;0801907038 Barcelona sección 07038;Renta neta media por persona;2023;18.494
08019 Barcelona;0801907 Barcelona distrito 07;0801907039 Barcelona sección 07039;Renta neta media por persona;2023;19.353
08019 Barcelona;0801907 Barcelona distrito 07;0801907040 Barcelona sección 07040;Renta neta media por persona;2023;18.456
08019 Barcelona;0801907 Barcelona distrito 07;0801907041 Barcelona sección 07041;Renta neta media por persona;2023;16.814
08019 Barcelona;0801907 Barcelona distrito 07;0801907042 Barcelona sección 07042;Renta neta media por persona;2023;18.316
08019 Barcelona;0801907 Barcelona distrito 07;0801907043 Barcelona sección 07043;Renta neta media por persona;2023;18.273
08019 Barcelona;0801907 Barcelona distrito 07;0801907044 Barcelona sección 07044;Renta neta media por persona;2023;19.569
08019 Barcelona;0801907 Barcelona distrito 07;0801907045 Barcelona sección 07045;Renta neta media por persona;2023;17.168
08019 Barcelona;0801907 Barcelona distrito 07;0801907046 Barcelona sección 07046;Renta neta media por persona;2023;17.607
08019 Barcelona;0801907 Barcelona distrito 07;0801907047 Barcelona sección 07047;Renta neta media por persona;2023;17.779
08019 Barcelona;0801907 Barcelona distrito 07;0801907048 Barcelona sección 07048;Renta neta media por persona;2023;18.242
08019 Barcelona;0801907 Barcelona distrito 07;0801907049 Barcelona sección 07049;Renta neta media por persona;2023;17.871
08019 Barcelona;0801907 Barcelona distrito 07;0801907050 Barcelona sección 07050;Renta neta media por persona;2023;17.432
08019 Barcelona;0801907 Barcelona distrito 07;0801907051 Barcelona sección 07051;Renta neta media por persona;2023;17.786
08019 Barcelona;0801907 Barcelona distrito 07;0801907052 Barcelona sección 07052;Renta neta media por persona;2023;21.651
08019 Barcelona;0801907 Barcelona distrito 07;0801907053 Barcelona sección 07053;Renta neta media por persona;2023;19.286
08019 Barcelona;0801907 Barcelona distrito 07;0801907054 Barcelona sección 07054;Renta neta media por persona;2023;24.553
08019 Barcelona;0801907 Barcelona distrito 07;0801907055 Barcelona sección 07055;Renta neta media por persona;2023;28.816
08019 Barcelona;0801907 Barcelona distrito 07;0801907056 Barcelona sección 07056;Renta neta media por persona;2023;19.870
08019 Barcelona;0801907 Barcelona distrito 07;0801907057 Barcelona sección 07057;Renta neta media por persona;2023;20.347
08019 Barcelona;0801907 Barcelona distrito 07;0801907058 Barcelona sección 07058;Renta neta media por persona;2023;19.671
08019 Barcelona;0801907 Barcelona distrito 07;0801907059 Barcelona sección 07059;Renta neta media por persona;2023;14.434
08019 Barcelona;0801907 Barcelona distrito 07;0801907060 Barcelona sección 07060;Renta neta media por persona;2023;14.595
08019 Barcelona;0801907 Barcelona distrito 07;0801907061 Barcelona sección 07061;Renta neta media por persona;2023;15.017
08019 Barcelona;0801907 Barcelona distrito 07;0801907062 Barcelona sección 07062;Renta neta media por persona;2023;15.103
08019 Barcelona;0801907 Barcelona distrito 07;0801907063 Barcelona sección 07063;Renta neta media por persona;2023;12.816
08019 Barcelona;0801907 Barcelona distrito 07;0801907064 Barcelona sección 07064;Renta neta media por persona;2023;13.452
08019 Barcelona;0801907 Barcelona distrito 07;0801907065 Barcelona sección 07065;Renta neta media por persona;2023;12.192
08019 Barcelona;0801907 Barcelona distrito 07;0801907066 Barcelona sección 07066;Renta neta media por persona;2023;12.879
08019 Barcelona;0801907 Barcelona distrito 07;0801907067 Barcelona sección 07067;Renta neta media por persona;2023;13.077
08019 Barcelona;0801907 Barcelona distrito 07;0801907068 Barcelona sección 07068;Renta neta media por persona;2023;11.760
08019 Barcelona;0801907 Barcelona distrito 07;0801907069 Barcelona sección 07069;Renta neta media por persona;2023;12.607
08019 Barcelona;0801907 Barcelona distrito 07;0801907070 Barcelona sección 07070;Renta neta media por persona;2023;13.619
08019 Barcelona;0801907 Barcelona distrito 07;0801907071 Barcelona sección 07071;Renta neta media por persona;2023;15.217
08019 Barcelona;0801907 Barcelona distrito 07;0801907072 Barcelona sección 07072;Renta neta media por persona;2023;15.116
08019 Barcelona;0801907 Barcelona distrito 07;0801907073 Barcelona sección 07073;Renta neta media por persona;2023;13.330
08019 Barcelona;0801907 Barcelona distrito 07;0801907074 Barcelona sección 07074;Renta neta media por persona;2023;13.258
08019 Barcelona;0801907 Barcelona distrito 07;0801907075 Barcelona sección 07075;Renta neta media por persona;2023;13.580
08019 Barcelona;0801907 Barcelona distrito 07;0801907076 Barcelona sección 07076;Renta neta media por persona;2023;13.231
08019 Barcelona;0801907 Barcelona distrito 07;0801907077 Barcelona sección 07077;Renta neta media por persona;2023;13.484
08019 Barcelona;0801907 Barcelona distrito 07;0801907078 Barcelona sección 07078;Renta neta media por persona;2023;13.483
08019 Barcelona;0801907 Barcelona distrito 07;0801907079 Barcelona sección 07079;Renta neta media por persona;2023;12.996
08019 Barcelona;0801907 Barcelona distrito 07;0801907080 Barcelona sección 07080;Renta neta media por persona;2023;13.716
08019 Barcelona;0801907 Barcelona distrito 07;0801907081 Barcelona sección 07081;Renta neta media por persona;2023;15.916
08019 Barcelona;0801907 Barcelona distrito 07;0801907082 Barcelona sección 07082;Renta neta media por persona;2023;14.503
08019 Barcelona;0801907 Barcelona distrito 07;0801907083 Barcelona sección 07083;Renta neta media por persona;2023;14.384
08019 Barcelona;0801907 Barcelona distrito 07;0801907084 Barcelona sección 07084;Renta neta media por persona;2023;14.598
08019 Barcelona;0801907 Barcelona distrito 07;0801907085 Barcelona sección 07085;Renta neta media por persona;2023;15.785
08019 Barcelona;0801907 Barcelona distrito 07;0801907086 Barcelona sección 07086;Renta neta media por persona;2023;14.492
08019 Barcelona;0801907 Barcelona distrito 07;0801907087 Barcelona sección 07087;Renta neta media por persona;2023;15.990
08019 Barcelona;0801907 Barcelona distrito 07;0801907088 Barcelona sección 07088;Renta neta media por persona;2023;14.911
08019 Barcelona;0801907 Barcelona distrito 07;0801907089 Barcelona sección 07089;Renta neta media por persona;2023;18.092
08019 Barcelona;0801907 Barcelona distrito 07;0801907090 Barcelona sección 07090;Renta neta media por persona;2023;15.691
08019 Barcelona;0801907 Barcelona distrito 07;0801907091 Barcelona sección 07091;Renta neta media por persona;2023;16.075
08019 Barcelona;0801907 Barcelona distrito 07;0801907092 Barcelona sección 07092;Renta neta media por persona;2023;12.285
08019 Barcelona;0801907 Barcelona distrito 07;0801907093 Barcelona sección 07093;Renta neta media por persona;2023;14.883
08019 Barcelona;0801907 Barcelona distrito 07;0801907094 Barcelona sección 07094;Renta neta media por persona;2023;17.256
08019 Barcelona;0801907 Barcelona distrito 07;0801907095 Barcelona sección 07095;Renta neta media por persona;2023;16.797
08019 Barcelona;0801907 Barcelona distrito 07;0801907096 Barcelona sección 07096;Renta neta media por persona;2023;15.494
08019 Barcelona;0801907 Barcelona distrito 07;0801907097 Barcelona sección 07097;Renta neta media por persona;2023;19.214
08019 Barcelona;0801907 Barcelona distrito 07;0801907098 Barcelona sección 07098;Renta neta media por persona;2023;22.859
08019 Barcelona;0801907 Barcelona distrito 07;0801907099 Barcelona sección 07099;Renta neta media por persona;2023;20.055
08019 Barcelona;0801907 Barcelona distrito 07;0801907100 Barcelona sección 07100;Renta neta media por persona;2023;17.700
08019 Barcelona;0801907 Barcelona distrito 07;0801907101 Barcelona sección 07101;Renta neta media por persona;2023;18.128
08019 Barcelona;0801907 Barcelona distrito 07;0801907102 Barcelona sección 07102;Renta neta media por persona;2023;17.668
08019 Barcelona;0801907 Barcelona distrito 07;0801907103 Barcelona sección 07103;Renta neta media por persona;2023;16.126
08019 Barcelona;0801907 Barcelona distrito 07;0801907104 Barcelona sección 07104;Renta neta media por persona;2023;15.229
08019 Barcelona;0801907 Barcelona distrito 07;0801907105 Barcelona sección 07105;Renta neta media por persona;2023;19.591
08019 Barcelona;0801907 Barcelona distrito 07;0801907106 Barcelona sección 07106;Renta neta media por persona;2023;18.375
08019 Barcelona;0801907 Barcelona distrito 07;0801907107 Barcelona sección 07107;Renta neta media por persona;2023;21.175
08019 Barcelona;0801907 Barcelona distrito 07;0801907108 Barcelona sección 07108;Renta neta media por persona;2023;18.498
08019 Barcelona;0801907 Barcelona distrito 07;0801907109 Barcelona sección 07109;Renta neta media por persona;2023;15.200
08019 Barcelona;0801907 Barcelona distrito 07;0801907110 Barcelona sección 07110;Renta neta media por persona;2023;19.053
08019 Barcelona;0801907 Barcelona distrito 07;0801907111 Barcelona sección 07111;Renta neta media por persona;2023;20.950
08019 Barcelona;0801907 Barcelona distrito 07;0801907112 Barcelona sección 07112;Renta neta media por persona;2023;18.260
08019 Barcelona;0801907 Barcelona distrito 07;0801907113 Barcelona sección 07113;Renta neta media por persona;2023;16.379
08019 Barcelona;0801907 Barcelona distrito 07;0801907114 Barcelona sección 07114;Renta neta media por persona;2023;18.664
08019 Barcelona;0801907 Barcelona distrito 07;0801907115 Barcelona sección 07115;Renta neta media por persona;2023;22.103
