Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08001 Abrera;;;Renta neta media por persona;2023;16.682
08001 Abrera;0800101 Abrera distrito 01;;Renta neta media por persona;2023;16.682
08001 Abrera;0800101 Abrera distrito 01;0800101001 Abrera sección 01001;Renta neta media por persona;2023;16.065
08001 Abrera;0800101 Abrera distrito 01;0800101002 Abrera sección 01002;Renta neta media por persona;2023;15.216
08001 Abrera;0800101 Abrera distrito 01;0800101003 Abrera sección 01003;Renta neta media por persona;2023;19.616
08001 Abrera;0800101 Abrera distrito 01;0800101004 Abrera sección 01004;Renta neta media por persona;2023;17.622
08001 Abrera;0800101 Abrera distrito 01;0800101005 Abrera sección 01005;Renta neta media por persona;2023;15.613
08001 Abrera;0800101 Abrera distrito 01;0800101007 Abrera sección 01007;Renta neta media por persona;2023;17.167
08001 Abrera;0800101 Abrera distrito 01;0800101008 Abrera sección 01008;Renta neta media por persona;2023;17.068
08001 Abrera;0800101 Abrera distrito 01;0800101009 Abrera sección 01009;Renta neta media por persona;2023;16.587
08002 Aguilar de Segarra;;;Renta neta media por persona;2023;18.693
08002 Aguilar de Segarra;0800201 Aguilar de Segarra distrito 01;;Renta neta media por persona;2023;18.693
08002 Aguilar de Segarra;0800201 Aguilar de Segarra distrito 01;0800201001 Aguilar de Segarra sección 01001;Renta neta media por persona;2023;18.693
08003 Alella;;;Renta neta media por persona;2023;25.382
08003 Alella;0800301 Alella distrito 01;;Renta neta media por persona;2023;25.382
08003 Alella;0800301 Alella distrito 01;0800301001 Alella sección 01001;Renta neta media por persona;2023;23.964
08003 Alella;0800301 Alella distrito 01;0800301002 Alella sección 01002;Renta neta media por persona;2023;25.722
08003 Alella;0800301 Alella distrito 01;0800301003 Alella sección 01003;Renta neta media por persona;2023;26.881
08003 Alella;0800301 Alella distrito 01;0800301004 Alella sección 01004;Renta neta media por persona;2023;25.650
08003 Alella;0800301 Alella distrito 01;0800301005 Alella sección 01005;Renta neta media por persona;2023;23.444
08004 Alpens;;;Renta neta media por persona;2023;19.367
08004 Alpens;0800401 Alpens distrito 01;;Renta neta media por persona;2023;19.367
08004 Alpens;0800401 Alpens distrito 01;0800401001 Alpens sección 01001;Renta neta media por persona;2023;19.367
08005 Ametlla del Vallès, L';;;Renta neta media por persona;2023;21.257
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;;Renta neta media por persona;2023;21.257
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501001 Ametlla del Vallès, L' sección 01001;Renta neta media por persona;2023;20.592
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501002 Ametlla del Vallès, L' sección 01002;Renta neta media por persona;2023;22.563
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501003 Ametlla del Vallès, L' sección 01003;Renta neta media por persona;2023;22.609
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501004 Ametlla del Vallès, L' sección 01004;Renta neta media por persona;2023;19.848
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501005 Ametlla del Vallès, L' sección 01005;Renta neta media por persona;2023;18.163
08006 Arenys de Mar;;;Renta neta media por persona;2023;16.679
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;;Renta neta media por persona;2023;17.046
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;0800601001 Arenys de Mar sección 01001;Renta neta media por persona;2023;16.570
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;0800601002 Arenys de Mar sección 01002;Renta neta media por persona;2023;15.996
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;0800601003 Arenys de Mar sección 01003;Renta neta media por persona;2023;15.777
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;0800601004 Arenys de Mar sección 01004;Renta neta media por persona;2023;20.068
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;;Renta neta media por persona;2023;16.362
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602001 Arenys de Mar sección 02001;Renta neta media por persona;2023;14.805
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602002 Arenys de Mar sección 02002;Renta neta media por persona;2023;16.287
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602003 Arenys de Mar sección 02003;Renta neta media por persona;2023;19.847
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602004 Arenys de Mar sección 02004;Renta neta media por persona;2023;14.970
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602005 Arenys de Mar sección 02005;Renta neta media por persona;2023;15.296
08007 Arenys de Munt;;;Renta neta media por persona;2023;16.776
08007 Arenys de Munt;0800701 Arenys de Munt distrito 01;;Renta neta media por persona;2023;16.118
08007 Arenys de Munt;0800701 Arenys de Munt distrito 01;0800701001 Arenys de Munt sección 01001;Renta neta media por persona;2023;16.002
08007 Arenys de Munt;0800701 Arenys de Munt distrito 01;0800701002 Arenys de Munt sección 01002;Renta neta media por persona;2023;15.705
08007 Arenys de Munt;0800701 Arenys de Munt distrito 01;0800701003 Arenys de Munt sección 01003;Renta neta media por persona;2023;16.437
08007 Arenys de Munt;0800702 Arenys de Munt distrito 02;;Renta neta media por persona;2023;17.492
08007 Arenys de Munt;0800702 Arenys de Munt distrito 02;0800702001 Arenys de Munt sección 02001;Renta neta media por persona;2023;19.291
08007 Arenys de Munt;0800702 Arenys de Munt distrito 02;0800702002 Arenys de Munt sección 02002;Renta neta media por persona;2023;15.723
08008 Argençola;;;Renta neta media por persona;2023;15.738
08008 Argençola;0800801 Argençola distrito 01;;Renta neta media por persona;2023;15.738
08008 Argençola;0800801 Argençola distrito 01;0800801001 Argençola sección 01001;Renta neta media por persona;2023;15.738
08009 Argentona;;;Renta neta media por persona;2023;18.013
08009 Argentona;0800901 Argentona distrito 01;;Renta neta media por persona;2023;18.528
08009 Argentona;0800901 Argentona distrito 01;0800901001 Argentona sección 01001;Renta neta media por persona;2023;18.894
08009 Argentona;0800901 Argentona distrito 01;0800901002 Argentona sección 01002;Renta neta media por persona;2023;16.975
08009 Argentona;0800901 Argentona distrito 01;0800901003 Argentona sección 01003;Renta neta media por persona;2023;13.102
08009 Argentona;0800901 Argentona distrito 01;0800901004 Argentona sección 01004;Renta neta media por persona;2023;16.355
08009 Argentona;0800901 Argentona distrito 01;0800901005 Argentona sección 01005;Renta neta media por persona;2023;20.532
08009 Argentona;0800901 Argentona distrito 01;0800901006 Argentona sección 01006;Renta neta media por persona;2023;24.359
08009 Argentona;0800902 Argentona distrito 02;;Renta neta media por persona;2023;16.860
08009 Argentona;0800902 Argentona distrito 02;0800902001 Argentona sección 02001;Renta neta media por persona;2023;16.301
08009 Argentona;0800902 Argentona distrito 02;0800902002 Argentona sección 02002;Renta neta media por persona;2023;16.606
08009 Argentona;0800902 Argentona distrito 02;0800902003 Argentona sección 02003;Renta neta media por persona;2023;17.755
08010 Artés;;;Renta neta media por persona;2023;16.039
08010 Artés;0801001 Artés distrito 01;;Renta neta media por persona;2023;15.114
08010 Artés;0801001 Artés distrito 01;0801001001 Artés sección 01001;Renta neta media por persona;2023;15.114
08010 Artés;0801002 Artés distrito 02;;Renta neta media por persona;2023;16.344
08010 Artés;0801002 Artés distrito 02;0801002001 Artés sección 02001;Renta neta media por persona;2023;16.485
08010 Artés;0801002 Artés distrito 02;0801002002 Artés sección 02002;Renta neta media por persona;2023;15.541
08010 Artés;0801002 Artés distrito 02;0801002003 Artés sección 02003;Renta neta media por persona;2023;16.768
08011 Avià;;;Renta neta media por persona;2023;16.985
08011 Avià;0801101 Avià distrito 01;;Renta neta media por persona;2023;16.985
08011 Avià;0801101 Avià distrito 01;0801101001 Avià sección 01001;Renta neta media por persona;2023;16.985
08012 Avinyó;;;Renta neta media por persona;2023;15.973
08012 Avinyó;0801201 Avinyó distrito 01;;Renta neta media por persona;2023;15.973
08012 Avinyó;0801201 Avinyó distrito 01;0801201001 Avinyó sección 01001;Renta neta media por persona;2023;15.973
08013 Avinyonet del Penedès;;;Renta neta media por persona;2023;16.456
08013 Avinyonet del Penedès;0801301 Avinyonet del Penedès distrito 01;;Renta neta media por persona;2023;16.456
08013 Avinyonet del Penedès;0801301 Avinyonet del Penedès distrito 01;0801301001 Avinyonet del Penedès sección 01001;Renta neta media por persona;2023;16.456
08014 Aiguafreda;;;Renta neta media por persona;2023;17.748
08014 Aiguafreda;0801401 Aiguafreda distrito 01;;Renta neta media por persona;2023;17.748
08014 Aiguafreda;0801401 Aiguafreda distrito 01;0801401001 Aiguafreda sección 01001;Renta neta media por persona;2023;17.748
08015 Badalona;;;Renta neta media por persona;2023;14.618
08015 Badalona;0801501 Badalona distrito 01;;Renta neta media por persona;2023;21.831
08015 Badalona;0801501 Badalona distrito 01;0801501001 Badalona sección 01001;Renta neta media por persona;2023;22.555
08015 Badalona;0801501 Badalona distrito 01;0801501002 Badalona sección 01002;Renta neta media por persona;2023;20.640
08015 Badalona;0801501 Badalona distrito 01;0801501003 Badalona sección 01003;Renta neta media por persona;2023;22.564
08015 Badalona;0801501 Badalona distrito 01;0801501004 Badalona sección 01004;Renta neta media por persona;2023;22.282
08015 Badalona;0801501 Badalona distrito 01;0801501005 Badalona sección 01005;Renta neta media por persona;2023;21.551
08015 Badalona;0801501 Badalona distrito 01;0801501007 Badalona sección 01007;Renta neta media por persona;2023;21.466
08015 Badalona;0801501 Badalona distrito 01;0801501008 Badalona sección 01008;Renta neta media por persona;2023;""
08015 Badalona;0801502 Badalona distrito 02;;Renta neta media por persona;2023;15.842
08015 Badalona;0801502 Badalona distrito 02;0801502001 Badalona sección 02001;Renta neta media por persona;2023;16.639
08015 Badalona;0801502 Badalona distrito 02;0801502002 Badalona sección 02002;Renta neta media por persona;2023;20.977
08015 Badalona;0801502 Badalona distrito 02;0801502003 Badalona sección 02003;Renta neta media por persona;2023;20.390
08015 Badalona;0801502 Badalona distrito 02;0801502004 Badalona sección 02004;Renta neta media por persona;2023;21.447
08015 Badalona;0801502 Badalona distrito 02;0801502005 Badalona sección 02005;Renta neta media por persona;2023;13.164
08015 Badalona;0801502 Badalona distrito 02;0801502007 Badalona sección 02007;Renta neta media por persona;2023;11.837
08015 Badalona;0801502 Badalona distrito 02;0801502008 Badalona sección 02008;Renta neta media por persona;2023;19.569
08015 Badalona;0801502 Badalona distrito 02;0801502009 Badalona sección 02009;Renta neta media por persona;2023;10.579
08015 Badalona;0801502 Badalona distrito 02;0801502010 Badalona sección 02010;Renta neta media por persona;2023;12.026
08015 Badalona;0801502 Badalona distrito 02;0801502011 Badalona sección 02011;Renta neta media por persona;2023;13.811
08015 Badalona;0801502 Badalona distrito 02;0801502012 Badalona sección 02012;Renta neta media por persona;2023;13.103
08015 Badalona;0801502 Badalona distrito 02;0801502013 Badalona sección 02013;Renta neta media por persona;2023;12.040
08015 Badalona;0801502 Badalona distrito 02;0801502015 Badalona sección 02015;Renta neta media por persona;2023;12.239
08015 Badalona;0801503 Badalona distrito 03;;Renta neta media por persona;2023;18.702
08015 Badalona;0801503 Badalona distrito 03;0801503001 Badalona sección 03001;Renta neta media por persona;2023;14.717
08015 Badalona;0801503 Badalona distrito 03;0801503003 Badalona sección 03003;Renta neta media por persona;2023;16.808
08015 Badalona;0801503 Badalona distrito 03;0801503004 Badalona sección 03004;Renta neta media por persona;2023;18.972
08015 Badalona;0801503 Badalona distrito 03;0801503005 Badalona sección 03005;Renta neta media por persona;2023;17.180
08015 Badalona;0801503 Badalona distrito 03;0801503006 Badalona sección 03006;Renta neta media por persona;2023;20.520
08015 Badalona;0801503 Badalona distrito 03;0801503007 Badalona sección 03007;Renta neta media por persona;2023;21.446
08015 Badalona;0801503 Badalona distrito 03;0801503008 Badalona sección 03008;Renta neta media por persona;2023;17.321
08015 Badalona;0801503 Badalona distrito 03;0801503009 Badalona sección 03009;Renta neta media por persona;2023;19.212
08015 Badalona;0801503 Badalona distrito 03;0801503010 Badalona sección 03010;Renta neta media por persona;2023;12.870
08015 Badalona;0801503 Badalona distrito 03;0801503011 Badalona sección 03011;Renta neta media por persona;2023;17.396
08015 Badalona;0801503 Badalona distrito 03;0801503013 Badalona sección 03013;Renta neta media por persona;2023;22.094
08015 Badalona;0801503 Badalona distrito 03;0801503014 Badalona sección 03014;Renta neta media por persona;2023;20.356
08015 Badalona;0801503 Badalona distrito 03;0801503015 Badalona sección 03015;Renta neta media por persona;2023;21.778
08015 Badalona;0801504 Badalona distrito 04;;Renta neta media por persona;2023;16.313
08015 Badalona;0801504 Badalona distrito 04;0801504001 Badalona sección 04001;Renta neta media por persona;2023;14.073
08015 Badalona;0801504 Badalona distrito 04;0801504002 Badalona sección 04002;Renta neta media por persona;2023;17.323
08015 Badalona;0801504 Badalona distrito 04;0801504003 Badalona sección 04003;Renta neta media por persona;2023;17.335
08015 Badalona;0801504 Badalona distrito 04;0801504004 Badalona sección 04004;Renta neta media por persona;2023;16.961
08015 Badalona;0801504 Badalona distrito 04;0801504005 Badalona sección 04005;Renta neta media por persona;2023;15.725
08015 Badalona;0801504 Badalona distrito 04;0801504006 Badalona sección 04006;Renta neta media por persona;2023;14.720
08015 Badalona;0801504 Badalona distrito 04;0801504007 Badalona sección 04007;Renta neta media por persona;2023;16.639
08015 Badalona;0801504 Badalona distrito 04;0801504008 Badalona sección 04008;Renta neta media por persona;2023;16.134
08015 Badalona;0801504 Badalona distrito 04;0801504009 Badalona sección 04009;Renta neta media por persona;2023;16.437
08015 Badalona;0801504 Badalona distrito 04;0801504010 Badalona sección 04010;Renta neta media por persona;2023;13.316
08015 Badalona;0801504 Badalona distrito 04;0801504011 Badalona sección 04011;Renta neta media por persona;2023;15.826
08015 Badalona;0801504 Badalona distrito 04;0801504012 Badalona sección 04012;Renta neta media por persona;2023;16.537
08015 Badalona;0801504 Badalona distrito 04;0801504013 Badalona sección 04013;Renta neta media por persona;2023;16.399
08015 Badalona;0801504 Badalona distrito 04;0801504014 Badalona sección 04014;Renta neta media por persona;2023;20.641
08015 Badalona;0801504 Badalona distrito 04;0801504015 Badalona sección 04015;Renta neta media por persona;2023;14.499
08015 Badalona;0801504 Badalona distrito 04;0801504016 Badalona sección 04016;Renta neta media por persona;2023;17.919
08015 Badalona;0801504 Badalona distrito 04;0801504017 Badalona sección 04017;Renta neta media por persona;2023;18.170
08015 Badalona;0801505 Badalona distrito 05;;Renta neta media por persona;2023;19.558
08015 Badalona;0801505 Badalona distrito 05;0801505001 Badalona sección 05001;Renta neta media por persona;2023;21.281
08015 Badalona;0801505 Badalona distrito 05;0801505002 Badalona sección 05002;Renta neta media por persona;2023;19.487
08015 Badalona;0801505 Badalona distrito 05;0801505003 Badalona sección 05003;Renta neta media por persona;2023;19.759
08015 Badalona;0801505 Badalona distrito 05;0801505004 Badalona sección 05004;Renta neta media por persona;2023;18.610
08015 Badalona;0801505 Badalona distrito 05;0801505005 Badalona sección 05005;Renta neta media por persona;2023;16.702
08015 Badalona;0801505 Badalona distrito 05;0801505006 Badalona sección 05006;Renta neta media por persona;2023;20.649
08015 Badalona;0801505 Badalona distrito 05;0801505007 Badalona sección 05007;Renta neta media por persona;2023;19.967
08015 Badalona;0801505 Badalona distrito 05;0801505008 Badalona sección 05008;Renta neta media por persona;2023;21.341
08015 Badalona;0801506 Badalona distrito 06;;Renta neta media por persona;2023;15.437
08015 Badalona;0801506 Badalona distrito 06;0801506001 Badalona sección 06001;Renta neta media por persona;2023;16.051
08015 Badalona;0801506 Badalona distrito 06;0801506002 Badalona sección 06002;Renta neta media por persona;2023;22.452
08015 Badalona;0801506 Badalona distrito 06;0801506003 Badalona sección 06003;Renta neta media por persona;2023;12.372
08015 Badalona;0801506 Badalona distrito 06;0801506004 Badalona sección 06004;Renta neta media por persona;2023;12.573
08015 Badalona;0801506 Badalona distrito 06;0801506005 Badalona sección 06005;Renta neta media por persona;2023;12.851
08015 Badalona;0801506 Badalona distrito 06;0801506006 Badalona sección 06006;Renta neta media por persona;2023;13.068
08015 Badalona;0801507 Badalona distrito 07;;Renta neta media por persona;2023;13.354
08015 Badalona;0801507 Badalona distrito 07;0801507001 Badalona sección 07001;Renta neta media por persona;2023;12.594
08015 Badalona;0801507 Badalona distrito 07;0801507002 Badalona sección 07002;Renta neta media por persona;2023;16.416
08015 Badalona;0801507 Badalona distrito 07;0801507003 Badalona sección 07003;Renta neta media por persona;2023;12.781
08015 Badalona;0801507 Badalona distrito 07;0801507004 Badalona sección 07004;Renta neta media por persona;2023;17.530
08015 Badalona;0801507 Badalona distrito 07;0801507005 Badalona sección 07005;Renta neta media por persona;2023;11.953
08015 Badalona;0801507 Badalona distrito 07;0801507006 Badalona sección 07006;Renta neta media por persona;2023;17.595
08015 Badalona;0801507 Badalona distrito 07;0801507007 Badalona sección 07007;Renta neta media por persona;2023;9.136
08015 Badalona;0801507 Badalona distrito 07;0801507008 Badalona sección 07008;Renta neta media por persona;2023;9.150
08015 Badalona;0801507 Badalona distrito 07;0801507009 Badalona sección 07009;Renta neta media por persona;2023;12.812
08015 Badalona;0801507 Badalona distrito 07;0801507010 Badalona sección 07010;Renta neta media por persona;2023;11.743
08015 Badalona;0801507 Badalona distrito 07;0801507011 Badalona sección 07011;Renta neta media por persona;2023;13.198
08015 Badalona;0801507 Badalona distrito 07;0801507012 Badalona sección 07012;Renta neta media por persona;2023;""
08015 Badalona;0801507 Badalona distrito 07;0801507013 Badalona sección 07013;Renta neta media por persona;2023;9.068
08015 Badalona;0801507 Badalona distrito 07;0801507014 Badalona sección 07014;Renta neta media por persona;2023;12.757
08015 Badalona;0801507 Badalona distrito 07;0801507015 Badalona sección 07015;Renta neta media por persona;2023;8.915
08015 Badalona;0801507 Badalona distrito 07;0801507017 Badalona sección 07017;Renta neta media por persona;2023;9.373
08015 Badalona;0801507 Badalona distrito 07;0801507018 Badalona sección 07018;Renta neta media por persona;2023;16.585
08015 Badalona;0801507 Badalona distrito 07;0801507020 Badalona sección 07020;Renta neta media por persona;2023;12.200
08015 Badalona;0801507 Badalona distrito 07;0801507021 Badalona sección 07021;Renta neta media por persona;2023;12.831
08015 Badalona;0801507 Badalona distrito 07;0801507022 Badalona sección 07022;Renta neta media por persona;2023;15.670
08015 Badalona;0801507 Badalona distrito 07;0801507023 Badalona sección 07023;Renta neta media por persona;2023;19.315
08015 Badalona;0801507 Badalona distrito 07;0801507024 Badalona sección 07024;Renta neta media por persona;2023;15.064
08015 Badalona;0801507 Badalona distrito 07;0801507028 Badalona sección 07028;Renta neta media por persona;2023;11.193
08015 Badalona;0801507 Badalona distrito 07;0801507029 Badalona sección 07029;Renta neta media por persona;2023;16.280
08015 Badalona;0801507 Badalona distrito 07;0801507030 Badalona sección 07030;Renta neta media por persona;2023;17.410
08015 Badalona;0801507 Badalona distrito 07;0801507031 Badalona sección 07031;Renta neta media por persona;2023;15.460
08015 Badalona;0801508 Badalona distrito 08;;Renta neta media por persona;2023;14.053
08015 Badalona;0801508 Badalona distrito 08;0801508001 Badalona sección 08001;Renta neta media por persona;2023;10.178
08015 Badalona;0801508 Badalona distrito 08;0801508002 Badalona sección 08002;Renta neta media por persona;2023;13.943
08015 Badalona;0801508 Badalona distrito 08;0801508003 Badalona sección 08003;Renta neta media por persona;2023;13.320
08015 Badalona;0801508 Badalona distrito 08;0801508004 Badalona sección 08004;Renta neta media por persona;2023;13.627
08015 Badalona;0801508 Badalona distrito 08;0801508005 Badalona sección 08005;Renta neta media por persona;2023;13.474
08015 Badalona;0801508 Badalona distrito 08;0801508006 Badalona sección 08006;Renta neta media por persona;2023;15.232
08015 Badalona;0801508 Badalona distrito 08;0801508007 Badalona sección 08007;Renta neta media por persona;2023;11.596
08015 Badalona;0801508 Badalona distrito 08;0801508008 Badalona sección 08008;Renta neta media por persona;2023;13.951
08015 Badalona;0801508 Badalona distrito 08;0801508009 Badalona sección 08009;Renta neta media por persona;2023;14.461
08015 Badalona;0801508 Badalona distrito 08;0801508011 Badalona sección 08011;Renta neta media por persona;2023;14.441
08015 Badalona;0801508 Badalona distrito 08;0801508012 Badalona sección 08012;Renta neta media por persona;2023;19.618
08015 Badalona;0801508 Badalona distrito 08;0801508013 Badalona sección 08013;Renta neta media por persona;2023;16.472
08015 Badalona;0801508 Badalona distrito 08;0801508014 Badalona sección 08014;Renta neta media por persona;2023;19.135
08015 Badalona;0801509 Badalona distrito 09;;Renta neta media por persona;2023;11.490
08015 Badalona;0801509 Badalona distrito 09;0801509001 Badalona sección 09001;Renta neta media por persona;2023;9.882
08015 Badalona;0801509 Badalona distrito 09;0801509002 Badalona sección 09002;Renta neta media por persona;2023;8.226
08015 Badalona;0801509 Badalona distrito 09;0801509003 Badalona sección 09003;Renta neta media por persona;2023;11.271
08015 Badalona;0801509 Badalona distrito 09;0801509004 Badalona sección 09004;Renta neta media por persona;2023;6.184
08015 Badalona;0801509 Badalona distrito 09;0801509005 Badalona sección 09005;Renta neta media por persona;2023;10.139
08015 Badalona;0801509 Badalona distrito 09;0801509006 Badalona sección 09006;Renta neta media por persona;2023;7.650
08015 Badalona;0801509 Badalona distrito 09;0801509008 Badalona sección 09008;Renta neta media por persona;2023;10.682
08015 Badalona;0801509 Badalona distrito 09;0801509009 Badalona sección 09009;Renta neta media por persona;2023;13.040
08015 Badalona;0801509 Badalona distrito 09;0801509010 Badalona sección 09010;Renta neta media por persona;2023;11.703
08015 Badalona;0801509 Badalona distrito 09;0801509011 Badalona sección 09011;Renta neta media por persona;2023;11.518
08015 Badalona;0801509 Badalona distrito 09;0801509012 Badalona sección 09012;Renta neta media por persona;2023;11.107
08015 Badalona;0801509 Badalona distrito 09;0801509013 Badalona sección 09013;Renta neta media por persona;2023;12.183
08015 Badalona;0801509 Badalona distrito 09;0801509014 Badalona sección 09014;Renta neta media por persona;2023;12.315
08015 Badalona;0801509 Badalona distrito 09;0801509015 Badalona sección 09015;Renta neta media por persona;2023;10.757
08015 Badalona;0801509 Badalona distrito 09;0801509016 Badalona sección 09016;Renta neta media por persona;2023;12.784
08015 Badalona;0801509 Badalona distrito 09;0801509017 Badalona sección 09017;Renta neta media por persona;2023;9.016
08015 Badalona;0801509 Badalona distrito 09;0801509018 Badalona sección 09018;Renta neta media por persona;2023;12.017
08015 Badalona;0801509 Badalona distrito 09;0801509019 Badalona sección 09019;Renta neta media por persona;2023;11.062
08015 Badalona;0801509 Badalona distrito 09;0801509020 Badalona sección 09020;Renta neta media por persona;2023;14.364
08015 Badalona;0801509 Badalona distrito 09;0801509021 Badalona sección 09021;Renta neta media por persona;2023;11.469
08015 Badalona;0801509 Badalona distrito 09;0801509022 Badalona sección 09022;Renta neta media por persona;2023;12.001
08015 Badalona;0801509 Badalona distrito 09;0801509023 Badalona sección 09023;Renta neta media por persona;2023;11.118
08015 Badalona;0801509 Badalona distrito 09;0801509024 Badalona sección 09024;Renta neta media por persona;2023;12.925
08015 Badalona;0801509 Badalona distrito 09;0801509025 Badalona sección 09025;Renta neta media por persona;2023;11.265
08015 Badalona;0801509 Badalona distrito 09;0801509026 Badalona sección 09026;Renta neta media por persona;2023;13.206
08015 Badalona;0801509 Badalona distrito 09;0801509027 Badalona sección 09027;Renta neta media por persona;2023;11.573
08015 Badalona;0801509 Badalona distrito 09;0801509028 Badalona sección 09028;Renta neta media por persona;2023;11.751
08015 Badalona;0801509 Badalona distrito 09;0801509030 Badalona sección 09030;Renta neta media por persona;2023;15.056
08015 Badalona;0801509 Badalona distrito 09;0801509031 Badalona sección 09031;Renta neta media por persona;2023;12.933
08015 Badalona;0801509 Badalona distrito 09;0801509032 Badalona sección 09032;Renta neta media por persona;2023;10.340
08015 Badalona;0801509 Badalona distrito 09;0801509033 Badalona sección 09033;Renta neta media por persona;2023;12.827
08015 Badalona;0801509 Badalona distrito 09;0801509034 Badalona sección 09034;Renta neta media por persona;2023;14.645
08015 Badalona;0801509 Badalona distrito 09;0801509035 Badalona sección 09035;Renta neta media por persona;2023;12.566
08015 Badalona;0801509 Badalona distrito 09;0801509036 Badalona sección 09036;Renta neta media por persona;2023;12.468
08015 Badalona;0801509 Badalona distrito 09;0801509037 Badalona sección 09037;Renta neta media por persona;2023;7.688
08015 Badalona;0801509 Badalona distrito 09;0801509038 Badalona sección 09038;Renta neta media por persona;2023;8.869
08015 Badalona;0801509 Badalona distrito 09;0801509042 Badalona sección 09042;Renta neta media por persona;2023;6.452
08015 Badalona;0801509 Badalona distrito 09;0801509043 Badalona sección 09043;Renta neta media por persona;2023;14.375
08015 Badalona;0801509 Badalona distrito 09;0801509044 Badalona sección 09044;Renta neta media por persona;2023;11.686
08015 Badalona;0801509 Badalona distrito 09;0801509045 Badalona sección 09045;Renta neta media por persona;2023;13.598
08015 Badalona;0801509 Badalona distrito 09;0801509047 Badalona sección 09047;Renta neta media por persona;2023;11.354
08015 Badalona;0801509 Badalona distrito 09;0801509049 Badalona sección 09049;Renta neta media por persona;2023;11.117
08015 Badalona;0801509 Badalona distrito 09;0801509050 Badalona sección 09050;Renta neta media por persona;2023;""
08015 Badalona;0801509 Badalona distrito 09;0801509052 Badalona sección 09052;Renta neta media por persona;2023;12.410
08015 Badalona;0801509 Badalona distrito 09;0801509053 Badalona sección 09053;Renta neta media por persona;2023;11.892
08015 Badalona;0801509 Badalona distrito 09;0801509054 Badalona sección 09054;Renta neta media por persona;2023;13.591
08015 Badalona;0801509 Badalona distrito 09;0801509057 Badalona sección 09057;Renta neta media por persona;2023;12.930
08015 Badalona;0801509 Badalona distrito 09;0801509058 Badalona sección 09058;Renta neta media por persona;2023;14.943
08015 Badalona;0801509 Badalona distrito 09;0801509059 Badalona sección 09059;Renta neta media por persona;2023;13.837
08016 Bagà;;;Renta neta media por persona;2023;17.500
08016 Bagà;0801601 Bagà distrito 01;;Renta neta media por persona;2023;17.500
08016 Bagà;0801601 Bagà distrito 01;0801601001 Bagà sección 01001;Renta neta media por persona;2023;17.500
08017 Balenyà;;;Renta neta media por persona;2023;14.492
08017 Balenyà;0801701 Balenyà distrito 01;;Renta neta media por persona;2023;14.492
08017 Balenyà;0801701 Balenyà distrito 01;0801701001 Balenyà sección 01001;Renta neta media por persona;2023;13.617
08017 Balenyà;0801701 Balenyà distrito 01;0801701002 Balenyà sección 01002;Renta neta media por persona;2023;15.398
08017 Balenyà;0801701 Balenyà distrito 01;0801701003 Balenyà sección 01003;Renta neta media por persona;2023;14.729
08018 Balsareny;;;Renta neta media por persona;2023;15.813
08018 Balsareny;0801801 Balsareny distrito 01;;Renta neta media por persona;2023;15.813
08018 Balsareny;0801801 Balsareny distrito 01;0801801001 Balsareny sección 01001;Renta neta media por persona;2023;16.346
08018 Balsareny;0801801 Balsareny distrito 01;0801801002 Balsareny sección 01002;Renta neta media por persona;2023;15.336
08018 Balsareny;0801801 Balsareny distrito 01;0801801003 Balsareny sección 01003;Renta neta media por persona;2023;""
08019 Barcelona;;;Renta neta media por persona;2023;19.527
08019 Barcelona;0801901 Barcelona distrito 01;;Renta neta media por persona;2023;13.990
08019 Barcelona;0801901 Barcelona distrito 01;0801901001 Barcelona sección 01001;Renta neta media por persona;2023;13.122
08019 Barcelona;0801901 Barcelona distrito 01;0801901002 Barcelona sección 01002;Renta neta media por persona;2023;10.966
08019 Barcelona;0801901 Barcelona distrito 01;0801901003 Barcelona sección 01003;Renta neta media por persona;2023;10.702
08019 Barcelona;0801901 Barcelona distrito 01;0801901004 Barcelona sección 01004;Renta neta media por persona;2023;12.988
08019 Barcelona;0801901 Barcelona distrito 01;0801901005 Barcelona sección 01005;Renta neta media por persona;2023;11.323
08019 Barcelona;0801901 Barcelona distrito 01;0801901006 Barcelona sección 01006;Renta neta media por persona;2023;12.035
